X1,X2,X3,X4,X5,X6,X7,X8,Y
,288.53,0.0,0.0,40,Clouds,scattered clouds,2016-07-01 23:00:00,1987
,274.15,0.0,0.0,90,Clouds,overcast clouds,2013-11-17 19:00:00,2707
,272.81,0.0,0.0,90,Mist,mist,2015-12-20 23:00:00,992
,302.38,0.0,0.0,1,Clear,sky is clear,2015-07-26 18:00:00,3642
,288.41,0.0,0.0,90,Rain,moderate rain,2017-08-25 10:00:00,5019
,290.18,0.0,0.0,1,Thunderstorm,proximity thunderstorm,2013-05-01 04:00:00,746
,294.61,0.25,0.0,90,Rain,light rain,2018-09-01 06:00:00,1529
,302.57,0.0,0.0,0,Clear,Sky is Clear,2013-07-09 16:00:00,6680
,295.11,0.0,0.0,75,Clouds,broken clouds,2016-07-31 09:00:00,1316
,275.15,0.0,0.0,90,Drizzle,light intensity drizzle,2018-01-10 22:00:00,1596
,298.08,0.0,0.0,1,Clear,sky is clear,2018-06-13 14:00:00,5227
,276.7,0.0,0.0,90,Clouds,overcast clouds,2013-05-06 04:00:00,732
,282.55,0.0,0.0,1,Clear,sky is clear,2017-10-22 03:00:00,365
,275.5,0.0,0.0,1,Haze,haze,2017-01-19 11:00:00,4862
,291.91,0.0,0.0,1,Clear,sky is clear,2015-09-22 00:00:00,490
,0.0,0.0,0.0,0,Clear,sky is clear,2014-01-31 06:00:00,5150
,267.94,0.0,0.0,90,Mist,mist,2016-02-03 01:00:00,217
,281.38,0.0,0.0,90,Rain,moderate rain,2016-04-30 23:00:00,2348
,295.43,0.0,0.0,75,Clouds,broken clouds,2018-06-10 22:00:00,1834
,273.15,0.0,0.0,40,Clouds,scattered clouds,2017-11-18 08:00:00,3136
,274.65,0.0,0.0,75,Mist,mist,2013-03-10 00:00:00,1087
,280.66,0.0,0.0,90,Mist,mist,2013-05-23 07:00:00,6717
,268.35,0.0,0.0,90,Snow,heavy snow,2012-12-19 02:00:00,278
,297.92,0.0,0.0,8,Thunderstorm,proximity thunderstorm,2013-07-14 01:00:00,794
,255.63,0.0,0.0,20,Clouds,few clouds,2013-01-21 01:00:00,331
,272.32,0.0,0.0,90,Clouds,overcast clouds,2014-03-28 03:00:00,429
,289.75,0.0,0.0,1,Clear,sky is clear,2015-09-29 15:00:00,5712
,298.13,0.0,0.0,40,Clouds,scattered clouds,2013-05-16 17:00:00,6268
,285.96,0.0,0.0,90,Mist,mist,2017-06-25 09:00:00,3390
,298.31,0.0,0.0,90,Clouds,overcast clouds,2017-09-23 21:00:00,3196
,273.11,0.0,0.0,90,Rain,light rain,2013-03-16 10:00:00,4108
,283.78,0.0,0.0,1,Haze,haze,2016-05-22 06:00:00,898
,285.74,0.51,0.0,90,Mist,mist,2016-05-11 18:00:00,4413
,268.5,0.0,0.0,90,Clouds,overcast clouds,2014-03-17 04:00:00,781
,290.22,0.0,0.0,1,Fog,fog,2018-08-11 07:00:00,2004
,285.68,0.0,0.0,90,Clouds,overcast clouds,2017-06-25 04:00:00,445
,280.1,0.0,0.0,1,Clear,sky is clear,2017-04-17 06:00:00,5558
,273.68,0.0,0.0,90,Snow,light snow,2016-01-07 19:00:00,3099
,260.37,0.0,0.0,64,Fog,fog,2013-12-24 19:00:00,1657
,284.94,0.0,0.0,1,Clear,sky is clear,2013-06-04 08:00:00,6502
,266.09,0.0,0.0,90,Mist,mist,2013-01-03 21:00:00,2046
,270.38,0.0,0.0,75,Clouds,broken clouds,2013-02-06 14:00:00,4995
,271.341,0.0,0.0,8,Clear,sky is clear,2017-02-15 18:00:00,4844
,290.55,0.0,0.0,1,Haze,haze,2018-08-07 06:00:00,5814
,300.22,0.0,0.0,0,Clear,Sky is Clear,2016-08-14 16:00:00,4282
,273.43,0.0,0.0,90,Clouds,overcast clouds,2013-04-16 08:00:00,6373
,283.76,0.0,0.0,0,Clear,Sky is Clear,2013-07-30 05:00:00,2856
,295.59,0.0,0.0,8,Clear,sky is clear,2016-10-02 17:00:00,4397
,260.51,0.0,0.0,90,Snow,heavy snow,2013-02-19 22:00:00,1489
,292.22,0.25,0.0,1,Rain,light rain,2016-08-30 04:00:00,881
,273.36,0.0,0.0,90,Fog,fog,2012-12-03 10:00:00,4442
,273.17,0.0,0.0,75,Clouds,broken clouds,2012-12-13 11:00:00,5031
,262.08,0.0,0.0,90,Haze,haze,2016-02-08 07:00:00,6377
,272.93,0.0,0.0,90,Snow,heavy snow,2013-04-15 11:00:00,4552
,253.88,0.0,0.0,32,Clouds,scattered clouds,2013-02-04 05:00:00,2327
,290.33,0.0,0.0,92,Rain,moderate rain,2016-06-14 23:00:00,1865
,300.59,0.0,0.0,76,Clouds,broken clouds,2016-08-11 15:00:00,5365
,297.16,0.0,0.0,90,Rain,light rain,2017-06-03 01:00:00,906
,254.15,0.0,0.0,1,Clear,sky is clear,2018-02-11 04:00:00,254
,274.07,0.0,0.0,40,Haze,haze,2013-02-27 13:00:00,4899
,272.589,0.0,0.0,0,Clear,Sky is Clear,2017-02-16 23:00:00,1319
,294.72,0.0,0.0,40,Mist,mist,2018-08-05 03:00:00,396
,292.71,0.0,0.0,75,Clouds,broken clouds,2017-06-26 14:00:00,4762
,278.976,0.0,0.0,100,Rain,moderate rain,2016-10-26 08:00:00,5120
,297.68,0.0,0.0,75,Clouds,broken clouds,2016-06-24 14:00:00,5078
,275.82,0.0,0.0,90,Clouds,overcast clouds,2017-11-02 19:00:00,3335
,270.75,0.0,0.0,90,Mist,mist,2018-02-24 15:00:00,3660
,279.28,0.0,0.0,40,Clouds,scattered clouds,2017-04-05 09:00:00,5008
,290.98,0.0,0.0,0,Clear,Sky is Clear,2014-05-05 17:00:00,6014
,298.29,0.0,0.0,40,Clouds,scattered clouds,2017-05-16 20:00:00,2871
,287.75,0.0,0.0,75,Thunderstorm,thunderstorm with light rain,2018-04-30 00:00:00,541
,273.15,0.0,0.0,90,Snow,light snow,2017-11-01 10:00:00,4634
,281.69,0.0,0.0,24,Clouds,few clouds,2018-05-03 00:00:00,591
,291.97,0.0,0.0,0,Clear,Sky is Clear,2014-07-02 21:00:00,2871
,272.9,0.0,0.0,90,Clouds,overcast clouds,2017-02-25 17:00:00,4655
,275.15,0.0,0.0,90,Snow,light snow,2017-03-17 21:00:00,2975
,279.75,0.0,0.0,1,Clear,sky is clear,2018-03-03 14:00:00,5040
,289.72,0.0,0.0,90,Drizzle,light intensity drizzle,2017-05-17 07:00:00,6863
,293.21,0.0,0.0,75,Thunderstorm,proximity thunderstorm,2018-08-03 11:00:00,4820
,274.02,0.0,0.0,90,Drizzle,shower drizzle,2016-11-22 20:00:00,2010
,301.15,0.0,0.0,5,Clear,sky is clear,2018-07-24 18:00:00,4430
,301.32,0.0,0.0,40,Clouds,scattered clouds,2015-07-27 19:00:00,3153
,293.62,0.0,0.0,75,Thunderstorm,proximity thunderstorm,2016-05-31 02:00:00,357
,286.82,0.0,0.0,90,Thunderstorm,thunderstorm with light drizzle,2017-04-15 05:00:00,598
,264.36,0.0,0.0,64,Clouds,broken clouds,2013-12-16 16:00:00,5319
,255.43,0.0,0.0,5,Clear,sky is clear,2018-01-03 08:00:00,5398
,271.88,0.0,0.0,1,Clear,sky is clear,2017-03-19 03:00:00,503
,269.58,0.0,0.0,1,Clear,sky is clear,2018-01-17 15:00:00,3271
,300.76,0.0,0.0,1,Clear,sky is clear,2015-06-27 16:00:00,3975
,269.68,0.0,0.0,90,Mist,mist,2013-02-08 13:00:00,5312
,297.41,0.0,0.0,75,Thunderstorm,thunderstorm with heavy rain,2013-05-20 15:00:00,5636
,278.3,0.0,0.0,0,Clear,Sky is Clear,2014-05-10 04:00:00,385
,274.82,0.0,0.0,90,Mist,mist,2016-11-30 04:00:00,868
,264.29,0.0,0.0,1,Clear,sky is clear,2018-02-16 23:00:00,1725
,266.07,0.0,0.0,1,Clear,sky is clear,2018-04-05 10:00:00,4663
,278.29,0.0,0.0,1,Clear,sky is clear,2016-11-14 06:00:00,5746
,292.612,0.0,0.0,92,Clouds,overcast clouds,2016-10-15 11:00:00,4079
,289.48,5.97,0.0,0,Rain,heavy intensity rain,2013-07-22 10:00:00,4503
,288.15,0.0,0.0,1,Mist,mist,2017-08-15 02:00:00,268
,295.19,0.0,0.0,1,Mist,mist,2016-07-22 02:00:00,428
,274.15,0.0,0.0,1,Clear,sky is clear,2017-03-21 18:00:00,4627
,295.95,0.0,0.0,90,Clouds,overcast clouds,2015-08-07 11:00:00,4830
,283.21,0.0,0.0,76,Clouds,broken clouds,2013-10-12 16:00:00,5463
,262.89,0.0,0.0,64,Clouds,broken clouds,2013-11-27 10:00:00,4706
,284.94,0.0,0.0,1,Clear,sky is clear,2018-04-28 14:00:00,5191
,262.35,0.0,0.0,1,Clear,sky is clear,2018-02-16 01:00:00,387
,283.75,0.0,0.0,5,Clear,sky is clear,2017-06-27 07:00:00,6422
,256.18,0.0,0.0,64,Snow,light snow,2013-12-12 01:00:00,364
,274.08,0.0,0.0,90,Mist,mist,2018-01-11 02:00:00,291
,289.1,1.02,0.0,88,Rain,moderate rain,2016-10-05 00:00:00,514
,268.69,0.0,0.0,40,Clouds,scattered clouds,2013-03-13 22:00:00,1753
,290.84,4.79,0.0,90,Mist,mist,2018-09-20 15:00:00,5257
,293.43,0.0,0.0,40,Mist,mist,2018-06-26 23:00:00,1161
,261.72,0.0,0.0,90,Snow,light snow,2013-12-08 15:00:00,3344
,295.02,0.0,0.0,1,Clear,sky is clear,2018-05-03 14:00:00,5462
,279.14,0.0,0.0,1,Clear,sky is clear,2012-12-04 22:00:00,1811
,292.535,0.0,0.0,88,Clouds,overcast clouds,2016-10-15 19:00:00,3436
,285.55,0.0,0.0,90,Drizzle,light intensity drizzle,2017-05-23 11:00:00,4517
,271.93,0.0,0.0,1,Clear,sky is clear,2018-04-05 12:00:00,5535
,291.94,0.0,0.0,1,Clear,sky is clear,2018-06-07 00:00:00,685
,295.15,0.0,0.0,1,Clear,sky is clear,2017-09-14 00:00:00,591
,261.42,0.0,0.0,90,Clouds,overcast clouds,2014-01-16 15:00:00,5662
,264.62,0.0,0.0,90,Mist,mist,2016-12-11 08:00:00,1190
,262.37,0.0,0.0,90,Snow,light snow,2018-01-02 17:00:00,5178
,282.0490000000001,0.0,0.0,92,Rain,light rain,2016-10-12 04:00:00,801
,287.36,0.0,0.0,90,Fog,fog,2017-08-15 04:00:00,919
,277.86,0.0,0.0,100,Rain,light rain,2012-12-02 10:00:00,3179
,260.66,0.0,0.0,20,Clouds,few clouds,2013-01-15 22:00:00,1433
,277.2,0.0,0.0,90,Clouds,overcast clouds,2012-11-04 20:00:00,2446
,305.88,0.0,0.0,40,Clouds,scattered clouds,2018-09-15 15:00:00,4296
,273.88,0.0,0.0,90,Rain,moderate rain,2013-03-10 04:00:00,380
,274.43,0.0,0.0,75,Clouds,broken clouds,2017-12-19 13:00:00,4997
,292.76,0.0,0.0,1,Clear,sky is clear,2017-06-08 03:00:00,802
,272.72,0.0,0.0,90,Mist,mist,2018-03-05 16:00:00,3260
,268.03,0.0,0.0,75,Clouds,broken clouds,2012-12-21 16:00:00,5968
,300.09,0.0,0.0,20,Clouds,few clouds,2016-06-26 12:00:00,4303
,276.74,0.0,0.0,75,Clouds,broken clouds,2013-02-28 15:00:00,6356
,301.58,0.0,0.0,1,Clear,sky is clear,2015-08-01 18:00:00,3171
,297.888,0.0,0.0,0,Clear,Sky is Clear,2016-07-19 17:00:00,5525
,270.79,0.0,0.0,5,Clear,sky is clear,2018-04-01 15:00:00,4102
,288.8,0.0,0.0,20,Clouds,few clouds,2014-04-06 18:00:00,3525
,282.15,0.0,0.0,75,Clouds,broken clouds,2017-05-20 04:00:00,414
,268.4,0.0,0.0,90,Haze,haze,2013-02-07 21:00:00,3924
,256.76,0.0,0.0,0,Clear,sky is clear,2014-02-01 01:00:00,644
,285.35,0.0,0.0,75,Clouds,broken clouds,2012-10-17 08:00:00,6274
,294.56,0.0,0.0,20,Clouds,few clouds,2016-05-20 11:00:00,5149
,292.08,0.0,0.0,0,Clear,Sky is Clear,2016-06-13 22:00:00,2098
,284.263,0.0,0.0,68,Clouds,broken clouds,2016-10-21 15:00:00,5257
,280.3,1.27,0.0,40,Rain,moderate rain,2014-04-18 12:00:00,5748
,301.95,0.0,0.0,1,Clear,sky is clear,2016-07-25 14:00:00,4503
,284.55,0.0,0.0,44,Clouds,scattered clouds,2013-10-12 03:00:00,418
,264.62,0.0,0.0,90,Snow,light snow,2016-12-08 01:00:00,420
,292.09,0.0,0.0,90,Mist,mist,2017-05-17 17:00:00,5763
,285.62,0.0,0.0,1,Clear,sky is clear,2013-05-24 22:00:00,2358
,296.38,0.0,0.0,0,Clear,Sky is Clear,2016-06-17 18:00:00,4865
,269.43,0.0,0.0,90,Snow,light snow,2018-04-09 02:00:00,251
,277.86,0.0,0.0,40,Clouds,scattered clouds,2017-10-14 01:00:00,822
,271.08,0.0,0.0,90,Clouds,overcast clouds,2016-02-17 14:00:00,5300
,278.83,0.0,0.0,1,Clear,sky is clear,2013-04-05 20:00:00,2870
,290.8,0.0,0.0,1,Mist,mist,2017-07-13 03:00:00,348
,287.29,0.0,0.0,40,Clouds,scattered clouds,2016-03-07 11:00:00,4557
,256.15,0.0,0.0,5,Clear,sky is clear,2017-01-04 14:00:00,4846
,276.69,0.0,0.0,90,Rain,moderate rain,2017-12-04 20:00:00,2556
,285.1,0.51,0.0,1,Mist,mist,2014-06-07 23:00:00,2534
,294.79,0.0,0.0,40,Clouds,scattered clouds,2017-06-18 18:00:00,3885
,260.14,0.0,0.0,1,Clear,sky is clear,2014-03-23 04:00:00,283
,291.79,0.0,0.0,90,Rain,moderate rain,2017-08-26 21:00:00,2912
,266.43,0.0,0.0,75,Clouds,broken clouds,2018-02-20 16:00:00,6471
,272.65,0.0,0.0,1,Clear,sky is clear,2018-03-15 02:00:00,259
,260.48,0.0,0.0,1,Clear,sky is clear,2016-02-12 15:00:00,5858
,278.02,0.0,0.0,1,Clear,sky is clear,2017-04-28 23:00:00,2547
,291.6,0.0,0.0,1,Clear,sky is clear,2016-09-10 11:00:00,4575
,296.89,0.0,0.0,40,Rain,heavy intensity rain,2015-09-17 02:00:00,255
,296.69,0.0,0.0,1,Clear,sky is clear,2015-08-12 23:00:00,1478
,271.15,0.0,0.0,90,Mist,mist,2013-04-14 05:00:00,459
,289.86,0.0,0.0,40,Thunderstorm,thunderstorm,2017-06-18 01:00:00,1293
,300.36,0.0,0.0,56,Rain,light rain,2016-08-04 14:00:00,5131
,296.03,0.0,0.0,40,Clouds,scattered clouds,2014-05-31 08:00:00,3475
,286.28,0.0,0.0,90,Drizzle,drizzle,2017-08-03 15:00:00,5861
,276.87,0.0,0.0,90,Drizzle,drizzle,2015-12-13 08:00:00,1656
,282.89,0.0,0.0,75,Rain,proximity shower rain,2016-03-31 16:00:00,6789
,282.5,0.0,0.0,40,Rain,moderate rain,2013-04-07 15:00:00,4201
,278.41,0.0,0.0,1,Clear,sky is clear,2016-02-19 23:00:00,1956
,290.22,0.0,0.0,90,Rain,proximity shower rain,2017-05-17 10:00:00,4517
,266.7,0.0,0.0,1,Clear,sky is clear,2018-03-06 23:00:00,1144
,264.45,0.0,0.0,1,Snow,light snow,2017-12-14 07:00:00,6252
,257.0,0.0,0.0,1,Clear,sky is clear,2014-02-02 23:00:00,942
,265.72,0.0,0.0,90,Mist,mist,2016-02-15 04:00:00,828
,298.21,0.0,0.0,1,Clear,sky is clear,2013-05-17 20:00:00,2928
,276.055,0.0,0.0,68,Clouds,broken clouds,2016-10-21 00:00:00,580
,276.78,0.0,0.0,40,Clouds,scattered clouds,2017-11-19 15:00:00,4329
,275.46,0.0,0.0,90,Mist,mist,2017-01-22 20:00:00,2317
,259.15,0.0,0.0,40,Clouds,scattered clouds,2016-02-13 18:00:00,3223
,288.77,0.25,0.0,68,Rain,light rain,2013-06-11 01:00:00,378
,259.15,0.0,0.0,90,Snow,light snow,2018-02-07 02:00:00,259
,299.02,0.0,0.0,1,Clear,sky is clear,2018-07-05 20:00:00,2713
,301.15,0.0,0.0,1,Clear,sky is clear,2018-07-16 14:00:00,4794
,284.45,0.0,0.0,90,Clouds,overcast clouds,2014-05-04 22:00:00,1556
,278.87,0.0,0.0,90,Mist,mist,2012-11-06 19:00:00,2835
,283.83,0.0,0.0,1,Clear,sky is clear,2013-09-14 07:00:00,2228
,261.57,0.0,0.0,1,Snow,light snow,2018-04-04 06:00:00,4551
,297.08,0.0,0.0,76,Clouds,broken clouds,2016-06-18 11:00:00,5388
,294.49,1.78,0.0,92,Rain,moderate rain,2016-06-14 17:00:00,5945
,299.07,0.0,0.0,1,Clear,sky is clear,2018-06-05 18:00:00,4582
,295.8,0.0,0.0,75,Clouds,broken clouds,2018-06-21 21:00:00,3446
,275.96,0.0,0.0,90,Clouds,overcast clouds,2012-10-27 19:00:00,3475
,297.77,0.0,0.0,40,Clouds,scattered clouds,2014-05-23 17:00:00,5016
,292.15,0.0,0.0,5,Mist,mist,2018-08-12 08:00:00,1850
,295.58,0.0,0.0,1,Mist,mist,2018-07-13 03:00:00,373
,271.79,0.0,0.0,1,Clear,sky is clear,2017-11-27 02:00:00,213
,298.59,0.0,0.0,75,Rain,proximity shower rain,2018-07-25 16:00:00,6668
,295.47,0.0,0.0,1,Clear,sky is clear,2018-07-31 09:00:00,4925
,274.07,0.0,0.0,90,Clouds,overcast clouds,2014-04-16 02:00:00,261
,298.62,0.0,0.0,75,Clouds,broken clouds,2017-08-12 17:00:00,4719
,298.58,0.0,0.0,0,Clear,Sky is Clear,2016-08-14 18:00:00,3788
,298.52,0.0,0.0,1,Clear,sky is clear,2014-05-28 20:00:00,3015
,281.426,0.0,0.0,0,Clear,Sky is Clear,2016-10-20 13:00:00,4532
,289.62,0.25,0.0,90,Rain,heavy intensity rain,2014-06-07 04:00:00,475
,259.72,0.0,0.0,56,Clouds,broken clouds,2013-02-05 16:00:00,6242
,259.85,0.0,0.0,1,Clear,sky is clear,2013-03-20 06:00:00,5067
,292.83,0.0,0.0,90,Thunderstorm,thunderstorm,2017-04-15 18:00:00,4143
,286.72,0.0,0.0,92,Rain,light rain,2013-06-09 00:00:00,2112
,303.16,0.0,0.0,20,Clouds,few clouds,2014-05-30 14:00:00,5733
,291.15,0.0,0.0,1,Rain,moderate rain,2018-06-08 05:00:00,2793
,255.61,0.0,0.0,1,Clear,sky is clear,2016-12-15 18:00:00,4381
,270.41,0.0,0.0,40,Clouds,scattered clouds,2014-03-28 07:00:00,6342
,298.25,0.0,0.0,1,Clear,sky is clear,2016-09-06 16:00:00,6074
,296.54,0.0,0.0,1,Clear,sky is clear,2015-09-14 20:00:00,2965
,285.32,0.0,0.0,90,Fog,fog,2012-10-25 04:00:00,809
,296.29,0.0,0.0,1,Clear,sky is clear,2017-06-27 20:00:00,2965
,278.07,0.0,0.0,90,Clouds,overcast clouds,2017-12-03 12:00:00,4235
,306.31,0.0,0.0,0,Clear,Sky is Clear,2013-08-26 18:00:00,4520
,273.58,0.0,0.0,90,Snow,heavy snow,2013-04-12 20:00:00,3085
,274.51,0.25,0.0,90,Rain,light rain,2014-04-03 13:00:00,5083
,293.67,0.0,0.0,5,Clear,sky is clear,2018-07-06 09:00:00,4305
,273.42,0.0,0.0,1,Clear,sky is clear,2018-02-15 03:00:00,353
,281.44,0.0,0.0,40,Mist,mist,2017-09-06 07:00:00,6500
,268.97,0.0,0.0,90,Clouds,overcast clouds,2016-12-06 07:00:00,6558
,268.21,0.0,0.0,1,Clear,sky is clear,2017-02-27 07:00:00,6724
,283.22,0.0,0.0,1,Clear,sky is clear,2016-11-08 18:00:00,3820
,275.86,0.0,0.0,1,Clear,sky is clear,2018-02-26 13:00:00,4602
,298.03,0.0,0.0,90,Clouds,overcast clouds,2014-07-25 20:00:00,3041
,288.82,0.0,0.0,90,Rain,light rain,2017-04-25 14:00:00,5107
,295.36,0.0,0.0,75,Clouds,broken clouds,2018-07-27 12:00:00,5121
,284.68,0.0,0.0,75,Clouds,broken clouds,2016-03-29 10:00:00,4527
,272.48,0.0,0.0,90,Mist,mist,2016-02-16 01:00:00,340
,292.06,0.0,0.0,68,Clouds,broken clouds,2016-06-13 03:00:00,326
,260.86,0.0,0.0,5,Clear,sky is clear,2017-12-23 08:00:00,2008
,294.03,0.0,0.0,75,Clouds,broken clouds,2013-05-21 19:00:00,3175
,284.24,0.0,0.0,36,Clouds,scattered clouds,2013-08-15 06:00:00,5893
,282.06,0.76,0.0,90,Rain,moderate rain,2016-05-10 07:00:00,6239
,280.15,0.0,0.0,1,Clear,sky is clear,2017-10-04 23:00:00,1042
,273.96,0.0,0.0,90,Snow,light snow,2017-01-31 04:00:00,804
,251.09,0.0,0.0,1,Clear,sky is clear,2016-12-13 07:00:00,6090
,272.36,0.0,0.0,40,Clouds,scattered clouds,2018-01-07 22:00:00,1433
,272.59,0.0,0.0,98,Clouds,overcast clouds,2013-01-30 03:00:00,340
,273.49,0.0,0.0,1,Clear,sky is clear,2016-03-27 22:00:00,1808
,278.85,0.0,0.0,1,Clear,sky is clear,2015-10-01 01:00:00,380
,290.28,1.51,0.0,90,Rain,moderate rain,2015-08-18 10:00:00,4390
,268.73,0.0,0.0,1,Haze,haze,2018-01-20 05:00:00,703
,284.881,0.0,0.0,12,Clouds,few clouds,2016-10-18 09:00:00,4977
,301.86,0.0,0.0,1,Clear,sky is clear,2018-08-11 13:00:00,4262
,269.42,0.0,0.0,90,Snow,light snow,2017-02-24 09:00:00,4722
,282.15,0.0,0.0,1,Clear,sky is clear,2018-05-12 02:00:00,427
,275.73,0.0,0.0,90,Clouds,overcast clouds,2013-05-03 04:00:00,704
,269.1,0.0,0.0,64,Clouds,broken clouds,2013-11-12 18:00:00,4622
,273.44,0.0,0.0,40,Clouds,scattered clouds,2014-04-01 20:00:00,2797
,279.13,0.0,0.0,64,Clouds,broken clouds,2013-11-13 12:00:00,5045
,284.34,4.06,0.0,90,Rain,heavy intensity rain,2016-04-24 09:00:00,2907
,275.65,0.0,0.0,90,Drizzle,drizzle,2015-12-16 14:00:00,5214
,269.58,0.0,0.0,90,Snow,heavy snow,2012-12-19 21:00:00,2591
,276.49,0.0,0.0,90,Mist,mist,2017-04-26 14:00:00,5207
,282.61,0.0,0.0,90,Drizzle,light intensity drizzle,2015-10-23 11:00:00,5013
,301.71,0.0,0.0,80,Haze,haze,2013-08-30 11:00:00,5810
,290.04,0.0,0.0,12,Mist,mist,2013-06-12 08:00:00,6060
,270.15,0.0,0.0,90,Snow,light snow,2016-01-08 21:00:00,2506
,296.43,0.0,0.0,1,Clear,sky is clear,2018-08-09 00:00:00,801
,262.9,0.0,0.0,16,Clouds,few clouds,2012-12-12 11:00:00,4583
,278.51,0.0,0.0,90,Clouds,overcast clouds,2015-11-06 07:00:00,6809
,251.56,0.0,0.0,20,Clouds,few clouds,2013-01-25 01:00:00,376
,265.68,0.0,0.0,5,Clear,sky is clear,2017-02-09 15:00:00,5977
,294.21,0.0,0.0,40,Clouds,scattered clouds,2017-09-28 14:00:00,5235
,300.61,0.0,0.0,90,Clouds,overcast clouds,2017-06-16 16:00:00,5764
,293.31,0.0,0.0,1,Clear,sky is clear,2018-04-23 17:00:00,6188
,291.31,0.0,0.0,90,Mist,mist,2017-08-09 14:00:00,4975
,289.95,0.0,0.0,90,Rain,light rain,2017-08-26 11:00:00,4507
,273.0,0.0,0.0,90,Mist,mist,2018-03-31 04:00:00,352
,294.29,0.0,0.0,1,Rain,light rain,2017-08-21 18:00:00,4236
,280.62,0.0,0.0,90,Clouds,overcast clouds,2017-03-30 22:00:00,3165
,278.48,0.0,0.0,90,Clouds,overcast clouds,2015-11-06 01:00:00,381
,291.59,0.0,0.0,1,Clear,sky is clear,2018-07-10 02:00:00,295
,289.95,0.0,0.0,90,Drizzle,light intensity drizzle,2017-08-26 11:00:00,4507
,274.53,0.0,0.0,90,Rain,light rain,2017-03-01 17:00:00,6466
,282.15,0.0,0.0,1,Clear,sky is clear,2016-03-12 05:00:00,789
,272.75,0.0,0.0,75,Snow,light snow,2016-04-08 12:00:00,5329
,271.55,0.0,0.0,1,Clear,sky is clear,2017-11-29 02:00:00,274
,278.3,0.0,0.0,5,Clear,sky is clear,2018-04-17 16:00:00,6657
,275.58,0.0,0.0,90,Mist,mist,2015-10-28 17:00:00,5848
,287.15,0.0,0.0,90,Drizzle,drizzle,2017-09-26 09:00:00,5783
,285.51,0.0,0.0,1,Clear,sky is clear,2018-04-28 15:00:00,4925
,299.15,0.0,0.0,40,Clouds,scattered clouds,2013-07-01 19:00:00,3369
,291.46,0.0,0.0,1,Clear,sky is clear,2018-07-02 04:00:00,896
,300.41,0.0,0.0,20,Clouds,few clouds,2018-07-31 12:00:00,4998
,281.88,0.0,0.0,90,Clouds,overcast clouds,2012-10-10 00:00:00,494
,279.01,0.0,0.0,75,Clouds,broken clouds,2014-04-23 04:00:00,824
,290.4,0.9,0.0,0,Rain,light rain,2016-08-17 03:00:00,393
,252.22,0.0,0.0,1,Snow,light snow,2017-01-08 08:00:00,1807
,264.08,0.0,0.0,90,Mist,mist,2016-12-11 04:00:00,318
,263.98,0.0,0.0,75,Haze,haze,2012-12-31 12:00:00,4737
,257.89,0.0,0.0,90,Mist,mist,2016-12-17 10:00:00,2205
,279.0,0.0,0.0,90,Mist,mist,2012-12-02 18:00:00,3243
,277.22,0.0,0.0,1,Clear,sky is clear,2018-03-23 15:00:00,6042
,274.84,0.0,0.0,90,Mist,mist,2017-01-30 18:00:00,4362
,298.74,0.0,0.0,24,Clouds,few clouds,2014-07-09 17:00:00,6495
,286.31,0.0,0.0,90,Drizzle,drizzle,2018-09-25 03:00:00,366
,295.18,0.0,0.0,75,Clouds,broken clouds,2013-05-30 13:00:00,5155
,285.15,0.0,0.0,1,Haze,haze,2018-05-14 06:00:00,5792
,279.53,0.0,0.0,1,Clear,sky is clear,2018-09-28 09:00:00,4791
,271.14,0.0,0.0,5,Clear,sky is clear,2018-04-17 09:00:00,5677
,259.39,0.0,0.0,1,Clear,sky is clear,2013-11-23 04:00:00,362
,283.02,0.0,0.0,40,Clouds,scattered clouds,2017-04-11 16:00:00,6410
,255.93,0.0,0.0,0,Clear,sky is clear,2014-01-31 08:00:00,5269
,284.09,0.0,0.0,1,Mist,mist,2018-05-06 07:00:00,1332
,279.9,0.0,0.0,90,Thunderstorm,thunderstorm with heavy rain,2012-11-11 05:00:00,462
,265.72,0.0,0.0,1,Mist,mist,2018-02-23 22:00:00,2528
,276.49,0.0,0.0,1,Clear,sky is clear,2017-03-19 23:00:00,1049
,276.15,0.0,0.0,90,Rain,light rain,2017-03-27 04:00:00,805
,253.64,0.0,0.0,75,Clouds,broken clouds,2013-12-09 21:00:00,1960
,270.999,0.0,0.0,88,Clouds,overcast clouds,2017-01-25 04:00:00,1049
,274.35,0.0,0.0,90,Drizzle,drizzle,2015-12-14 11:00:00,4086
,271.87,0.0,0.0,90,Mist,mist,2015-12-22 04:00:00,806
,295.78,0.0,0.0,40,Clouds,scattered clouds,2014-07-18 21:00:00,2883
,296.82,0.0,0.0,0,Clear,Sky is Clear,2013-08-21 00:00:00,683
,283.52,0.0,0.0,75,Clouds,broken clouds,2012-10-11 17:00:00,5944
,255.73,0.0,0.0,40,Clouds,scattered clouds,2017-12-27 20:00:00,2482
,289.62,0.0,0.0,90,Rain,light rain,2015-08-18 02:00:00,270
,286.87,0.0,0.0,1,Clear,sky is clear,2017-06-21 01:00:00,450
,299.28,0.0,0.0,20,Clouds,few clouds,2017-07-08 20:00:00,3164
,289.4,0.0,0.0,36,Fog,fog,2013-06-11 08:00:00,6171
,294.48,0.0,0.0,90,Drizzle,light intensity drizzle,2018-05-30 13:00:00,4823
,293.88,0.0,0.0,1,Rain,light rain,2018-06-08 00:00:00,800
